Beschreibung,Datum,File,Kontakt,Ort,Sonstiges,TITLE,URL,Veranstalter,New_Date,Year,Month,Day
,Sa 15.09.2007,656.html,Christian Weber Pressechef FDP Schweiz / chef de presse PRD Suisse 031 320 35 35,Zürich,,Parteitag,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-656.html,FDP Schweiz,2007-09-15,2007,9,15
"Vom 8. bis 13. Juli 2007 findet in Bern die 22. Internationale Konferenz zur Geschichte der Kartographie ICHC2007 statt, zu der mehr als 250 Wissenschaftlerinnen und Wissenschaftler erwartet werden. Im Rahmen dieser Konferenz wird vom 9. Juli bis zum 11. August im Bundesamt für Metrologie METAS in Wabern eine öffentliche Ausstellung zum Leben und Werk des Geodäten, Metrologen und Mathematikers Ferdinand Rudolf Hassler gezeigt. Die Ausstellung steht unter dem Patronat der Bundesämter für Metrologie (METAS) und für Landestopografie (swisstopo) sowie des Schweizerischen Bundesarchivs (BAR). Der aus Aarau stammende F. R. Hassler war bereits in seiner Studienzeit an ersten Vermessungsarbeiten in der Schweiz beteiligt. 1798 wurde er von der Helvetischen Republik mit der Landesvermessung der Schweiz betraut. Diese Zielsetzung kann mit der Grundaufgabe des heutigen Bundeamtes für Landestopografie swisstopo verglichen werden. Nach dem Zusammenbruch der Helvetischen Republik wanderte Hassler 1805 in die USA aus, wo er 1807 den Survey of the Coast (später U.S. Coast & Geodetic Survey) gründete. Dieses Amt ist heute ein Teil der U.S. National Oceanic and Atmospheric Administration (NOAA), welche in diesem Jahr das 200jährige Jubiläum feiern kann. Hassler hatte bei seiner Überfahrt nach Amerika einen der Komitee-Meter aus Paris in seinem Gepäck - er hat also den Meter nach Amerika gebracht. Später befasste er sich auch mit der Vereinheitlichung der amerikanischen Masse und er gilt als Gründungsvater des U.S. National Institute for Standards and Technology (NIST). Datum und Öffnungszeiten: 9. Juli bis 10. August 2007, jeweils Montag bis Freitag von 8 bis 12 und 14 bis 16.30 Uhr sowie Samstag 11. August 2007 von 9 bis 12 und 14 bis 16 Uhr. Eintritt: Fr. 6.- , übliche Ermässigungen",Mo 09.07.2007,658.html,"Bundesamt für Metrologie (Hr. R. Wullschleger, Tel. 031 323 33 29)","Bundesamt für Metrologie METAS, Lindenweg 50, Bern-Wabern 3084 Bern-Wabern",Links www.F-R-Hassler.ch,"Ausstellung: Ferdinand Rudolf Hassler (1770-1843) - Schweizer Pionier für die Vermessung, Kartierung und die Masse der USA",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-658.html,"Bundesamt für Metrologie (METAS), Bundesamt für Landestopografie (swisstopo), Schweizerisches Bundesarchiv (BAR)",2007-07-09,2007,7,9
Angaben folgen,Fr 13.07.2007 10:30 - 11:30,659.html,"Matthias Müller, SVP Schweiz",Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,,Medienkonferenz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-659.html,SVP Schweiz,2007-07-13,2007,7,13
Medienkonferenz,Fr 14.09.2007 10:30,660.html,Pierre-André Tschanz Secrétaire d'association de l'APC tél. 031 938 60 61,Medienzentrum: kleiner Konferenzsaal / Centre de presse: petite salle de conférence Bern,,Legislaturziele,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-660.html,Aktionsgemeinschaft Service public,2007-09-14,2007,9,14
Medienkonferenz,Fr 24.08.2007 10:00 - 11:00,661.html,"Kommunikation VBS, Tel. 031 324 50 58",Bundeshaus Ost Palais fédéral est Bern,,Präsentation Sicherheitsstudie Prof. Dr. Karl W. Haltiner,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-661.html,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",2007-08-24,2007,8,24
,Mi 11.07.2007 10:30,662.html,Christian Weber Pressechef FDP / chef de presse PRD Tel. 031 320 35 35,Hotel Kreuz Zeughausgasse 41 3011 Bern,,Medienkonferenz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-662.html,FDP Schweiz,2007-07-11,2007,7,11
Medienkonferenz,Do 13.09.2007 09:00 - 10:00,663.html,Sekretariat der Eidg. Kommission gegen Rassismus ERK Tel. 031 324 12 93,Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,,Stellungnahme der ERK zur Diskriminierung bei der Einbürgerung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-663.html,Eidg. Kommission gegen Rassismus EKR,2007-09-13,2007,9,13
Medienkonferenz,Di 17.07.2007 10:00,667.html,"Reto Nause, 079 439 90 57",Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,"Attachments Einladung zur Pressekonferenz (PDF, 743 kB)",Vorstellung der Liste,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-667.html,Die Liberal-Sozialen,2007-07-17,2007,7,17
Medienkonferenz,Fr 20.07.2007 10:15,668.html,"Patrick Lucca, Schweiz. Gewerbevervand, Tel. 031 380 14 42",Restaurant Schmiedstube Schmiedenplatz 5 3011 Bern,,Wirtschaft gegen LSVA-Erhöhung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-668.html,Schweizerischer Gewerbeverband sgv,2007-07-20,2007,7,20
Medienkonferenz,Di 07.08.2007 10:30,669.html,Alexandra Perina CVP Schweiz / PDC Suisse 031 357 33 37,Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,,Bildung für die Zukunft,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-669.html,CVP Schweiz,2007-08-07,2007,8,7
Medienkonferenz,Fr 10.08.2007 10:30 - 11:30,673.html,"Simon Oberbeck, Präsident Junge CVP Schweiz, 061 295 93 11",Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,,Jugendarbeitslosigkeit,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-673.html,Junge CVP; JDC,2007-08-10,2007,8,10
"Medienkonferenz; Redner: Bundesrat Christoph Blocher, Ständerat Christoffel Brändli, Regierungsrat Kt. Aargau Kurt Wernli",Mo 27.08.2007 11:00 - 12:00,674.html,"Matthias Schnyder, Staatskanzlei Kt. Aargau, Regierungsgebäude, 5000 Aarau, Tel: 062 835 12 63",Mediezentrum Bundeshaus Centre de presse du Palais fédéral Bern,,Nationale Föderalismuskonferenz 2008: Der Schweizer Föderalismus unter Effizienzdruck,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-674.html,Staatskanzlei Kanton Aargau,2007-08-27,2007,8,27
Medienkonferenz,Fr 03.08.2007 10:00 - 11:00,675.html,"Claudine Godat, porte-parole du PS Suisse / Sprecherin SP Schweiz",Medienzentrum Bundeshaus Centre de presse du Palais fédéral Konferenzsaal / salle de conférence Bern,,Sportpolitik,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-675.html,SP Schweiz,2007-08-03,2007,8,3
"In Gegenwart von zahlreichen ihrer Exekutivmitgliedern, zeigt die SP, wie die sie in den Schweizer Städten Tag für Tag erfolgreich regiert",Sa 18.08.2007 12:30 - 16:30,677.html,"Claudine Godat, porte-parole /Pressesprecherin, PS/SP Suisse/Schweiz",Foyer Stadttheater Basel,,Städte Gipfel,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-677.html,SP Schweiz,2007-08-18,2007,8,18
,Do 26.07.2007 08:30,678.html,"Martin Immenhauser Militärjustiz, Chef Medien und Information / Justice militaire, chef Médias et information 031 324 70 13",Medienzentrum Bundeshaus Centre de presse du Palais fédéral Konferenzsaal / salle de conférence Bern,,Medienorientierung zum Bergunfall an der Jungfrau,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-678.html,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",2007-07-26,2007,7,26
Abfahrt ab Bern: 08:00 Uhr,Do 30.08.2007 08:00 - 15:00,679.html,Informationsdienst EDI / Service de presse DFI (031 322 85 79),St. Petersinsel,,Medientreffen mit BR Couchepin,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-679.html,Eidgenössisches Departement des Innern (EDI),2007-08-30,2007,8,30
,Do 26.07.2007 14:15,680.html,,Medienzentrum Bundeshaus Konferenzsaal Bern,,"""1. August - Die SVP kommt zu Ihnen""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-680.html,SVP Schweiz,2007-07-26,2007,7,26
Pressekonferenz / Conférence de presse,Do 02.08.2007 13:30,681.html,,Medienzentrum Bundeshaus Centre de presse du Palais fédéral Konferenzsaal / salle de conférence Bern,,Schluss mit Jugendgewalt,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-681.html,SVP Schweiz,2007-08-02,2007,8,2
Pressekonferenz / Conférence de presse,Di 14.08.2007 10:30,682.html,,Medienzentrum Bundeshaus Centre de presse du Palais fédéral Konferenzsaal / salle de conférence Bern,,Die NR-Kandidaten der SVP International,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-682.html,SVP Schweiz,2007-08-14,2007,8,14
Medienkonferenz,Mo 06.08.2007 13:30,683.html,,Medienzentrum Bundeshaus Centre de presse du Palais fédéral Konferenzsaal / salle de conférence Bern,,"""Armee: konsolidieren, modernisieren, weiterentwickeln""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-683.html,FDP Schweiz,2007-08-06,2007,8,6
Medienkonferenz,Fr 10.08.2007 09:00,685.html,Christian Weber Pressechef FDP Schweiz / chef de presse PRD Suisse,Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,,Beruf und Kinderwunsch vereinbar machen,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-685.html,FDP Schweiz,2007-08-10,2007,8,10
Medienapéritif,Mi 15.08.2007 11:30,686.html,Christian Weber Pressechef FDP Schweiz / chef de presse PRD Suisse,Generalsekretariat FDP / secrétariat général du PRDS Neuengasse 20 3011 Bern,,Wahlcenter der FDP: Einblick in die Werkstatt,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-686.html,FDP Schweiz,2007-08-15,2007,8,15
Medienkonferenz,Di 21.08.2007 11:00 - 12:00,687.html,Alexandra Perina CVP Schweiz / PDC Suisse 078 659 29 89,Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,,Familien entlasten,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-687.html,CVP Schweiz,2007-08-21,2007,8,21
Dopingbekämpfung / Lutte contre le dopage,Di 05.12.2006 10:00 - 11:00 Abgesagt,689.html,"Béatrice Wertli, Leiterin Kommunikation BASPO","3063 3063 Ittigen, Haus des Sports, Talgutzentrum 27",,Pressefrühstück / Déjeuner de presse,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-689.html,Bundesamt für Sport BASPO,2006-12-05,2006,12,5
Medienkonferenz,Mo 06.08.2007 10:00,693.html,Moritz Steiner Sekretär RKGK / secrétaire CGCA / segretario CGCA 027 606 31 05,Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,"Attachments Einladung an die Medien (PDF, 87 kB)",Gebirgskantone fordern eine angemessene Entschädigung der Ressource Wasser,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-693.html,Regierungskonferenz der Gebirgskantone (RKGK),2007-08-06,2007,8,6
Pa.Iv. Durchdiener,Do 30.08.2007 18:00,694.html,,Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,,Medienkonferenz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-694.html,SiK-S,2007-08-30,2007,8,30
Medienkonferenz,Do 09.08.2007 10:00,695.html,"Gregor Saladin, Pressesprecher BAV, 031 323 06 65",Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,,Zukünftige Entwicklung Bahn-Infrastruktur,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-695.html,Bundesamt für Verkehr,2007-08-09,2007,8,9
Medienkonferenz,Do 16.08.2007 10:00,698.html,Christian Weber Pressechef FDP Schweiz / chef de presse PRD Suisse Tel. 031 320 35 35,Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,,Steuern vereinfachen: Vernehmlassung zu EasySwissTax,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-698.html,FDP Schweiz,2007-08-16,2007,8,16
Medienkonferenz,Do 16.08.2007 11:30,699.html,Pressedienst UVEK / service de presse du DETEC / servizio stampa DATEC 031 322 55 11,Medienzentrum Bundeshaus Centre de presse du Palais fédéral Centro di media di Palazzo federale Bern,"Attachments Einladung an die Medien (PDF, 72 kB)",Bundesrat Moritz Leuenberger informiert über die Weiterentwicklung der Schweizer Klimapolitik,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-699.html,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",2007-08-16,2007,8,16
,Fr 21.09.2007,700.html,"Geo Taglioni, SAJV CSAJ Gerechtigkeitsgasse 12 Postfach 3000 Bern 8 Tel 031 326 29 37 Fax 031 326 29 30",Bern,,Jugendsession (bis 23.09.),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-700.html,Schweizerische Arbeitsgemeinschaft der Jugendverbände (SAJV),2007-09-21,2007,9,21
,Mo 24.09.2007 11:15,702.html,"Geo Taglioni, SAJV CSAJ Gerechtigkeitsgasse 12 Postfach 3000 Bern 8 Tel 031 326 29 37 Fax 031 326 29 30",Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,,Jugendsession - Medienkonferenz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-702.html,Schweizerische Arbeitsgemeinschaft der Jugendverbände (SAJV),2007-09-24,2007,9,24
Wahldebatte mit Politikerinnen und Politikern,Mo 24.09.2007 12:00,703.html,"Geo Taglioni, SAJV CSAJ Gerechtigkeitsgasse 12 Postfach 3000 Bern 8 Tel 031 326 29 37 Fax 031 326 29 30","Bundesplatz / Place fédérale Bei schlechtem Wetter findet der Anlass im Medienzentrum Bundeshaus statt. En cas de mauvais temps, la manifestation aura lieu au centre de presse du Palais fédéral. Bern",,Jugendsession - Wahldebatte,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-703.html,Schweizerische Arbeitsgemeinschaft der Jugendverbände (SAJV),2007-09-24,2007,9,24
"Dès 2006, la Confédération octroie des aides financières pour des projets contre le racisme mis sur pied par des associations, des ONG, des organismes publics ou privés. Les projets doivent être expressément consacrés à la confrontation avec le racisme, l’antisémitisme, la xénophobie. Le prochain délai de dépôt des dossiers est fixé au 15 septembre 2007. Cette rencontre-séminaire vise à donner des outils concrets pour s’engager sur le terrain en mettant sur pied des projets de lutte contre le racisme et à servir d’espace d’échange sur cette problématique très actuelle. Elle permettra de préparer au mieux votre projet en vous présentant les conditions à remplir pour déposer votre dossier et pouvoir bénéficier d’un soutien financier.",Mi 29.08.2007 14:00 - 17:00,704.html,"Gabriela Amarelle Service de lutte contre le racisme SLR Secrétariat général DFI Inselgasse 1, 3003 Berne Tél. 031 322 70 75 gabriela.amarelle@gs-edi.admin.ch INSCRIPTION: Par formulaire électronique ci-contre jusqu'au lundi 27.8.2007, merci.","Administration Cantonale, Grand-Rue 27, Salle de conférence, 3e étage 1700 Fribourg","Attachments Programme de la rencontre-séminaire 29.8.2007 (PDF, 38 kB) Links Formulaire d'inscription électronique",Rencontre-séminaire: Comment développer un projet de lutte contre le racisme et la discrimination?,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-704.html,Secrétariat général DFI,2007-08-29,2007,8,29
"Medienkonferenz An der Medienkonferenz nehmen teil: Annemarie Huber-Hotz, Bundeskanzlerin Rainer Gonzenbach, Präsident Steuerungsausschuss www.ch.ch, Staatsschreiber TG Juan F. Gut, Direktor a.i. Eidgenössisches Personalamt Christoph Bucher, Direktor Personalamt des Kantons Zürich",Fr 31.08.2007 13:00 - 14:00,707.html,"Amr Huber, Leiter Web BK, 031 323 82 19 Julia Glauser, Kommunikation Web BK, 031 324 05 94",Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,"Attachments Einladung zur Pressekonferenz (PDF, 534 kB) Links www.ch.ch",Neuerungen auf www.ch.ch,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-707.html,Bundeskanzlei,2007-08-31,2007,8,31
,Di 18.09.2007 18:00 - 20:00,708.html,Marianne Binder Kommunikationschefin / Responsable de la communication 079 686 01 31,Café Bar Diagonal Amthausgasse 18 3011 Bern,"Attachments Einladung an die Medien (PDF, 71 kB)",Medienapéro,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-708.html,CVP-Fraktion,2007-09-18,2007,9,18
"Medienkonferenz Bestandesaufnahme der Zugänglichkeit von Websites des Gemeinwesens für Menschen mit Behinderungen An der Medienkonferenz nehmen teil: Prof. Dr. Dr. Helmut Krueger, Präsident der Stiftung ""Zugang für alle"" Nationalrätin Pascale Bruderer Amr Huber, Leiter Web BK Dr. Andreas Rieder, Leiter des Eidg. Büros für die Gleichstellung von Menschen mit Behinderungen Markus Riesch, Herausgeber der Studie, Stiftung ""Zugang für alle""",Di 11.09.2007 09:00 - 10:30,710.html,"Markus Riesch Stiftung ""Zugang für alle"" / Fondation ""acces pour tous"" 044 383 44 16",Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,"Attachments Einladung an die Medien (PDF, 35 kB) Links www.accees-for-all.ch",Accessibility-Studie 2007,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-710.html,"Stiftung ""Zugang für alle"" / Bundeskanzlei (BK)",2007-09-11,2007,9,11
,Sa 25.08.2007 12:30,712.html,Hubert Zurkinden Generalsektretär / secrétaire général 031 312 66 60,Universität / Université 2000 Neuenburg,,Delegiertenversammlung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-712.html,Grüne Partei der Schweiz,2007-08-25,2007,8,25
Medienkonferenz,Fr 14.09.2007 09:00,713.html,Anita Gut cR Kommunikation AG Obere Wiltisgasse 48 Postfach 8700 Küsnacht 043 266 88 00,Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,"Links 06.3050 - Postulat Freisinnig-demokratische Fraktion: Gründung einer ""Stiftung Forschung Schweiz""","Machbarkeitsstudie ""Stiftung Forschung Schweiz""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-713.html,"NR Ruedi Noser / Verein Machbarkeit ""Stiftung Forschung Schweiz""",2007-09-14,2007,9,14
Medienkonferenz,Do 27.09.2007 10:00 - 11:00,714.html,Evelyn Kobelt Pressesprecherin EVD Tel. +41 (0)31 322 20 59,Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,,Dritter Bericht über die Umsetzung der Flankierenden Massnahmen zur Freizügigkeit im Personenverkehr,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-714.html,Eidgenössisches Volkswirtschaftsdepartement,2007-09-27,2007,9,27
Point de presse,Do 13.09.2007 11:30,715.html,Rita Baldegger Leiterin Kommunikation / Cheffe de la communication 031 323 37 90,Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,,"Studie ""Strahlenbelastung an Arbeitsplätzen""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-715.html,Staatssekretariat für Wirtschaft,2007-09-13,2007,9,13
Buchpräsentation,Do 23.08.2007 10:30,716.html,Christian Weber FDP Schweiz / PRD Suisse 031 320 35 35,Club zum Rennweg Fortunagasse 13 8001 Zürich,"Attachments Einladung an die Medien (PDF, 108 kB)","37 Gründe, liberal zu sein",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-716.html,NR Fulvio Pelli,2007-08-23,2007,8,23
Point de presse,Do 16.08.2007 10:00 - 11:00,717.html,Roland Binz Mediensprecher SBB Tel. 051 220 41 11,Hauptsitz SBB Hochschulstrasse 6 Bern,,Wechsel in der Geschäftsleitung SBB,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-717.html,SBB/CFF,2007-08-16,2007,8,16
