 0,Title,Address,Date,Description,Contact,Organisator,URL,New_Date,Year,Month,Day
1793,Am Anfang ist das Wort: Lexika in der Schweiz,Hallwylstrasse 15 3003 Bern,Mi 25.02.2009 18:00 - 19:00,Führung durch die Ausstellung,Kein Kontakt,Schweizerische Nationalbibliothek,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1793.html,2009-02-25,2009,2,25
1794,"Einführung in ""Helveticat"", den Online-Katalog der Schweizerischen Nationalbibliothek",Hallwylstrasse 15 3003 Bern,Di 10.02.2009 14:30 - 15:30,"Anmeldung im Infosaal bis 10.2., 12.00 Uhr",Kein Kontakt,Schweizerische Nationalbibliothek,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1794.html,2009-02-10,2009,2,10
1795,Au début est le verbe : Encyclopédies en Suisse,Hallwylstrasse 15 3003 Berne,Mi 11.02.2009 19:00 - 20:00,Visite guidée de l’exposition,Kein Kontakt,Bibliothèque nationale suisse,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1795.html,2009-02-11,2009,2,11
1796,Hermann Burger: Der Lachartist (Edition Voldemeer),Hallwylstrasse 15 3003 Bern,Mi 11.02.2009 18:00,Buchvernissage und Lesung; Präsentiert von Prof. Dr. Peter Rusterholz und Prof. Dr. Franz M. Eybl,Kein Kontakt,Schweizerische Nationalbibliothek,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1796.html,2009-02-11,2009,2,11
1797,Hinter den Bergen kuren,Hallwylstrasse 15 3003 Bern,Mi 18.02.2009 18:00 - 19:15,Allgemeine Bibliotheksführung mit Präsentation von Büchern zum Thema Kuren und Baden in der Schweiz,Kein Kontakt,Schweizerische Nationalbibliothek,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1797.html,2009-02-18,2009,2,18
1798,Festival Février des auteurs,"Centre Dürrenmatt Neuchâtel; 74, chemin du Pertuis-du-Sault; 2000 Neuchâtel Berne",Fr 20.02.2009 19:00,"Lecture publique; Entrée: CHF 15.- / Etudiants, AVS: CHF 10.--",Kein Kontakt,Bibliothèque nationale suisse,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1798.html,2009-02-20,2009,2,20
1799,Staatsrechnung 2008,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Di 10.02.2009 14:30,Medienkonferenz,Presse- und Informationsdienst EFD / Service de presse et d'information DFF; 031 322 60 33,Eidgenössisches Finanzdepartement,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1799.html,2009-02-10,2009,2,10
1800,"Jahresmedienkonferenz, 15 Jahre nach Annahme der Alpen-Initiative",Hotel Kreuz; Zeughausgasse 41 3011 Bern,Di 17.02.2009 11:00,"Medienkonferenz mit; Fabio Pedrina, Nationalrat (SP/TI) und Präsident Alpen-Initiative, Alf Arnold, Geschäftsführer Alpen-Initiative, und; Gérard Leras, Président de la commission ""Transports et déplacements"" du conseil régional Rhône-Alpes","Thomas Bolli, Leiter Kommunikation Alpen-Initiative; 041 870 97 89",Alpen-Initiative,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1800.html,2009-02-17,2009,2,17
1801,Bundespräsident Hans-Rudolf Merz zieht Bilanz über seinen Aufenthalt am WEF,Posthotel Morosani Davos,Fr 30.01.2009 18:00,Medienorientierung,Kommunikation EFD / Communication DFF; Tel. +41 31 322 60 33,Eidgenössisches Finanzdepartement,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1801.html,2009-01-30,2009,1,30
1802,Länderexamen IWF,"Bernerhof, Leuchtersaal Bern",Mo 09.03.2009 10:30,Medienkonferenz,Kommunikation EFD / Communication DFF; 031 322 60 33,Eidgenössisches Finanzdepartement,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1802.html,2009-03-09,2009,3,9
1803,Ergebnispublikation der Online-Abstimmung Perspektive Schweiz 2008,Hotel Kreuz; Zeughausgasse 39 3011 Bern,Mo 23.02.2009 10:00,Medienkonferenz; Teilnehmende:; Adrian Amstutz (Vizepräsident SVP); Christophe Darbellay (Präsident CVP); Jacqueline Fehr (Vizepräsidentin SP); Fulvio Pelli (Präsident FDP); Aline Trede (Vizepräsidentin Grüne),"Pressesprecherin: Silja Aebersold, 079/572 65 92; Geschäftsführer: Lawrence Ullmann, 076/503 27 43",Perspektive Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1803.html,2009-02-23,2009,2,23
1804,"""Cassis-de-Dijon-Prinzip: Konsumentenrechte und Konsumentenorganisationen müssen gestärkt werden""",Hotel Bern; Zeughausgasse 9 Bern,Do 26.02.2009 09:00,Medienkonferenz,"Andreas Tschöpe, Politischer Fachsekretär; STIFTUNG FÜR KONSUMENTENSCHUTZ; Tel. direkt 031 370 24 26; a.tschoepe@konsumentenschutz.ch; www.konsumentenschutz.ch","Konsumentenorganisationen acsi, FRC, kf und SKS",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1804.html,2009-02-26,2009,2,26
1805,"""SP für eine zweite Säule ohne Rentenabbau""","Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Do 05.02.2009 09:30,Medienkonferenz,"SP Schweiz, Kampagnen & Kommunikation; Parti socialiste suisse, Campagnes et Communication; 031 329 69 89",SP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1805.html,2009-02-05,2009,2,5
1806,Parteitag,Solothurn,Sa 14.02.2009,Keine Beschreibung,Marianne Binder; Kommunikationschefin der CVP Schweiz; Responsable de la communication du PDC suisse; 031 357 33 33 079 686 01 31,CVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1806.html,2009-02-14,2009,2,14
1807,Die Armenische Frage im Zuge des Demokratisierungsprozesses in der Türkei,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Di 03.03.2009 11:00,"Anhörung im Bundeshaus über die Lage der Menschenrechte in der Türkei aus der Sicht der armenischen Frage. Medienkonferenz mit; Anne Seydoux-Christe, Ständerätin (CVP/JU), Co-Präsidentin der Parl. Gruppe für Menschenrechte; Ueli Leuenberger, Nationalrat (Verts/GE), Präsident der Grünen der Schweiz; Dominique de Buman, Nationalrat (CVP/FR), Vizepräsident der Christlichen Volkspartei; Frau Rakel Dink, Witwe des türkisch-armenischen Journalisten Hrant Dink; Frau Fethiye Cetin, Rechtsanwältin; (Anwesenheit von Schweizer Parlamentariern: in Abklärung)","Sarkis Shahinian, Generalsekretär, pg-shahinian@armenian.ch",Parlamentarische Gruppe Schweiz-Armenien (PGArm),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1807.html,2009-03-03,2009,3,3
1808,"""Die Zukunft ist erneuerbar - Nein zu neuen AKW!""",Polit-Forum Käfigturm; Marktgasse 67 3011 Bern,Fr 13.02.2009 10:15 - 11:15,Medienkonferenz,"Graziella Regazzoni; Geschäftsstelle Allianz ""Nein zu neuen AKW""; c/o Greenpeace Schweiz; Heinrichstrasse 147; Postfach; 8031 Zürich; info@nein-zu-neuen-akw.ch; Tel. +41 44 447 41 41","Allianz ""Nein zu neuen AKW""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1808.html,2009-02-13,2009,2,13
1810,Jahresmedienkonferenz,"Centre de presse du Palais fédéral, salle de conférences; Medienzentrum Bundeshaus, Konferenzsaal Bern",Fr 06.02.2009 11:30,Keine Beschreibung,Kein Kontakt,Helvetia Latina,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1810.html,2009-02-06,2009,2,6
1812,Unia verlangt: Kein Rentenklau und ein Sanierungsmoratorium!,Hotel Kreuz; Zeughausgasse 41 3011 Bern,Fr 27.02.2009 11:15,"Medienkonferenz; Das Parlament hat im vergangenen Dezember die Senkung des Umwandlungssatzes beschlossen. Eine Expertise des Pensionskassenexperten Jacques Grivel kommt zum Schluss, dass die Annahmen, welche dieser Senkung des Umwandlungssatzes zugrund gelegt wurden, extrem unwahrscheinlich sind und keinesfalls eine Rentensenkung begründen können. Er rechnete nach: Der Senkung des Umwandlungssatzes basiert auf einem langfristigen Mindestzinssatz von 2,8 Prozent, was über die vergangenen 24 Jahre absolut unzutreffend und auch in Zukunft unrealistisch tief ist. Jacques Grivel leitet das unabhängige Forschungsinstitut FUNDO, welches mit der ETH Lausanne zusammenarbeitet. FUNDO berät Institutionen in Pensionskassenfragen und analysiert Probleme, die sich im Zusammenhang mit der beruflichen Vorsorge stellen (Sanierungen öffentlicher Pensionskassen, deren Solvenz, Umwandlungssatz etc..) FUNDO publiziert regelmässig wissenschaftliche Artikel zu diesen Themenbereichen. Die Gewerkschaft Unia sammelt derzeit Unterschriften gegen die Änderung des Gesetzes über die berufliche Vorsorge. Die Unterschriftensammlung läuft ausgezeichnet, die Unterstützung für das Referendum ist gross. In verschiedenen Pensionskassen wehrt sich Unia zudem gegen unverantwortliche Sanierungsmassnahmen. Aufgrund der aktuellen Wirtschaftskrise sind zahlreiche Pensionskassen in eine Unterdeckung geraten. Dies weil sie zum Teil die gleichen Titel halten, wie die Grossbank UBS. Während die Nationalbank und die Eidgenossenschaft die UBS mit Milliardenbeträgen stützen, sollen bei den Pensionskassen die Versicherten zur Kasse gebeten werden. Hohe Sanierungsbeiträge sind aber reines Gift für die Konjunktur, sie würden die Kaufkraft der Arbeitnehmenden zusätzlich schwächen. An der Medienkonferenz wird Jacques Grivel seine Expertise vorstellen und Unia ihre Forderungen im Bezug auf die Sanierung der Pensionskassen sowie die Senkung des Umwandlungssatzes vorstellen. An der Medienkonferenz teilnehmen werden: Jacques Grivel, Ingenieur ETH, CEO FUNDO SA; Rita Schiavi, Mitglied der Geschäftsleitung Unia; Aldo Ferrari, Regiosekretär der Unia Kanton Waadt",Nico Lutz; Co-Leiter Kommunikationsabteilung Unia; Tel. 031 350 22 98; Natel 076 330 82 07; nico.lutz(at)unia.ch,Gewerkschaft UNIA,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1812.html,2009-02-27,2009,2,27
1813,Hintergrundgespräch Stabilisierungsmassnahmen,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mo 09.02.2009 14:00 - 15:00,"Referenten sind Aymo Brunetti, Leiter Direktion für Wirtschaftspolitik, SECO, Karl Schwaar, Stv. Direktor, Eidg. Finanzverwaltung, sowie Fritz Zurbrügg, Vizedirektor, Leiter Finanzplanung, Eidg. Finanzverwaltung. Das Gespräch dient als Vorbereitung für die Veröffentlichung der Botschaft über die zweite Stufe der konjunkturellen Stabilisierungsmassnahmen, über welche der Bundesrat voraus-sichtlich am 11. Februar 2009 befinden wird und die Herr Bundespräsident Hans-Rudolf Merz und Frau Bundesrätin Doris Leuthard vorstellen werden. Die Botschaft wird am Hintergrundgespräch mit EMBARGO nach der diesbezüglichen Bun-desrats-Medienkonferenz (voraussichtlich am 11. Februar 2009) abgegeben.","Christophe Hans, chef de la communication du DFE; Tél. 031 322 39 60, christophe.hans@gs-evd.admin.ch",Staatssekretariat für Wirtschaft,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1813.html,2009-02-09,2009,2,9
1817,Medienkonferenz,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Di 17.02.2009 13:00,Massnahmenpaket zur Stärkung des Schweizerischen Finanzsystems; Weisungen des Bundesrates für den Voranschlag 2010 und den Finanzplan 2011 - 2013; Botschaft zur 2. Stufe der konjunkturellen Stabilisierungsmassnahmen. Nachtrag Ia zum Voranschlag 2009 und weitere Massnahmen,Kein Kontakt,FK-S,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1817.html,2009-02-17,2009,2,17
1818,Medienkonferenz,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Fr 13.02.2009 14:00,Finanzierung IV; Pa.Iv. SGK-NR. Übergangslösung Zulassungsstopp; Bundesgesetz über die Unfallversicherung (UVG). Revision; Pa.Iv. Fehr Jacqueline. Ergänzungsleistungen für Familien. Tessiner Modell; Pa.Iv. Meier-Schatz. Ergänzungsleistungen für Familien. Tessiner Modell,Kein Kontakt,SGK-N,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1818.html,2009-02-13,2009,2,13
1819,Überparteiliches Komitee der Jungparteien für das Referendum über die biometrischen Pässe und Reisedokumente,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédérale, salle de conférences Bern",Di 21.04.2009 09:30 - 11:00,Medienkonferenz,"Aline Haldemann; Koordinatorin der jungen grünen Schweiz; coordinatrice des jeunes vert-e-s suisses; junge@gruene.ch, 078 727 45 62","Junge Grüne, Junge SVP, Juso, Jungfreisinnige und Junge EVP",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1819.html,2009-04-21,2009,4,21
1820,Buchvernissage: Evaluation - Ein systematisches Handbuch,"Universität Bern, UniS, Schanzeneckstrasse 1 Bern",Mi 11.02.2009 16:15 - 19:00,"Kurzvorträge; - Barbara Haering, Geschäftsleitung ecocept AG; - Kurt Grütter, Direktor der Eidg. Finanzkontrolle, Bern; - Wolf Linder, Direktor des Instituts für Politikwissenschaft, Universität Bern;; Diskussion mit den Referenten, den Herausgebern sowie den anwesenden Autorinnen und Autoren; Apéro; ; Angemeldete Autor/innen und Gäste: · Lars Balzer - Eidgenössisches Hochschulinstitut für Berufsbildung, Zollikofen; · Wolfgang Beywl - Zentrum für universitäre Weiterbildung (ZUW), Universität Bern; · Kurt Bisang - Energiewirtschaft, Bundesamt für Energie, Bern; · Werner Bussmann – Rechtsetzungsprojekte und -methodik, Bundesamt für Justiz, Bern; · Ernst Buschor - alt-Regierungsrat Kanton Zürich; · Carlo Fabian - Radix Schweizer Kompetenzzentrum für Gesundheitsförderung und Prävention, Bern; · Peter Farago - FORS (Swiss Foundation for Research in Social Sciences, Université de Lausanne; · Wolfgang Helmstädter - Referat Neue Länder 14, Bundesministerium für Verkehr, Bau und Stadtentwicklung, Berlin; · Luzius Mader - Bundesamt für Justiz, Direktionsbereich öffentliches Recht, Bern; · Heinz Rhyn - EDK (Konferenz der kantonalen Erziehungsdirektoren), Bern; · Fritz Sager - Institut für Politikwissenschaft, Universität Bern · Ambros Uchtenhagen - Universität Zürich · Thomas Widmer - Institut für Politikwissenschaft, Universität Zürich",Dr. Wolfgang BeywlStellvertretender Direktor ZUW und Studiengangsleiter EvaluationTelefon +41 - 031 631 53 49 / 031 631 53 41E-Mail: wolfgang.beywl@kwb.unibe.ch,"Universität Bern, Zentrum für universitäre Weiterbildung (vormals Koordinationsstelle für Weiterbildung), Bern",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1820.html,2009-02-11,2009,2,11
1821,Spitzensport-RS in Magglingen: Tag der offenen Tür,"Bundesamt für Sport BASPO; Halle End der Welt, Theorieraum 04/05; Office fédéral du sport OFSPO; salle de la Fin du Monde, salle de théorie 04/05 2532 Magglingen",Fr 20.02.2009 10:00,"Programm; 10.00h Begrüssung; 10.30h Besuch Training; 11.30h Halle End der Welt: Stehlunch und Information zum Spitzensport in der Armee - Möglichkeit zu Gesprächen mit Athletinnen und Athleten, Trainerinnen und Trainer sowie Delegierten der Sportverbände; Referenten; Oberstlt i Gst Stephan Zehr, Kommandant Spitzensport-RS; Franz Fischer, Verantwortlicher Sport in der Spitzensport-RS",Corinne Müller; Medien und Kommunikation BASPO / Communication OFSPO; 032 327 61 33,Bundesamt für Sport BASPO,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1821.html,2009-02-20,2009,2,20
1822,"Präsentation Grundlagenstudie ""Frühkindliche Bildung in der Schweiz""",Kita Krokofant / Crèche Krokofant; Allmendstrasse 11 3014 Bern,Fr 20.02.2009 11:00 - 12:00,Medienkonferenz,Telefonische Anfragen / Informations : Beate Eckhardt 079 617 03 26; Anmeldungen bitte per E-mail an / Inscriptions : info@projekte-eckhardt.ch oder / ou Fax 031 324 10 70,Schweizerische UNESCO-Kommission,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1822.html,2009-02-20,2009,2,20
1823,"""Nein zur Senkung der Labortarife""","Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Do 19.02.2009 13:15,Medienkonferenz,"Yvonne Gilli, Nationalrätin Grüne SG; 079 354 47 55",Politische Allianz gegen die Revision der Labortarife,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1823.html,2009-02-19,2009,2,19
1824,"SVP zur Ausbildung in der Armee; ""Das Ziel heisst Kriegsgenügen""","Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mo 16.02.2009 11:15,Medienkonferenz,Kein Kontakt,SVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1824.html,2009-02-16,2009,2,16
1825,Jahresrapport Logistikbasis der Armee,Stade de Suisse Bern,Fr 20.02.2009 09:00,Keine Beschreibung,Gaby Zimmer; Chefin Kommunikation Logistikbasis der Armee; Cheffe Communication Base logistique de l'armée; Capo della Comunicazione Base logistica dell'esercito; 031 324 22 82,Logistikbasis der Armee,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1825.html,2009-02-20,2009,2,20
1827,Medienkonferenz,Medienzentrum - kleiner Konferenzsaal; Centre de presse - petite salle de conférence Bern,Di 17.02.2009 15:00,Pa.Iv. Rickli Natalie. Keine Radio- und TV-Gebühren für Internet und Handy; Pa.Iv. Flückiger. Mehr Kommunikation im Strassenverkehr. Wiedereinführung des Handzeichens,Kein Kontakt,KVF-N,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1827.html,2009-02-17,2009,2,17
1828,Schweiz erneuerbar,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mi 18.02.2009 09:30,Medienkonferenz,Andreas Käsermann; Medienverantwortlicher /Porte-parole; SP Schweiz - PS Suisse; Telefon 031 329 69 82; Mobile 079 434 07 34; Mail akaesermann@spschweiz.ch,SP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1828.html,2009-02-18,2009,2,18
1829,"""Das Ziel heisst Kriegsgenügen""","Medienzentrum Bundeshaus, Konferenzsaal; Centre de rpesse du Palais fédéral Bern",Di 17.02.2009 14:15,Medienkonferenz,Kein Kontakt,SVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1829.html,2009-02-17,2009,2,17
1830,"Einreichung der Volksinitiative ""Für den Schutz vor Waffengewalt""","Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mo 23.02.2009 10:00,Medienkonferenz,Peter Lauener; plauener@spschweiz.ch; 079 650 12 34,"Trägerorganisationen der Volksinitiative ""Für den Schutz vor Waffengewalt""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1830.html,2009-02-23,2009,2,23
1831,Die Arbeitslosenversicherung und die Wirtschaftskrise: die Forderungen von Travail.Suisse,Hotel Kreuz; Zeughausgasse 41 3011 Bern,Mo 09.03.2009 09:30,Medienkonferenz,Therese Schmid; Travail.Suisse; 031 370 21 11. schmid@travailsuisse.ch,Travail.Suisse,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1831.html,2009-03-09,2009,3,9
1832,Medienkonferenz,"Medienzentrum Bundeshaus, kleiner Konferenzraum; Centre de presse du Palais fédéral, petite salle de conférences Bern",Fr 20.02.2009 12:00,Finanzierung IV; 11. AHV-Revision. Leistungsseitige Massnahmen; 11. AHV-Revision. Einführung einer Vorruhestandsleistung; Arbeitslosenversicherungsgesetz. 4. Revision,Kein Kontakt,SGK-S,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1832.html,2009-02-20,2009,2,20
